

*****************************model Users*****************************
firstName,lastName,username,dateOfBithday
strighsoinwhost,Appeal may legislature acted to endorse this decision was confirmed by,206.9,or,47
adisof,Redox Spain. etc.,495.16,Aralls,19
thouni,Uses electromagnetic Greenland. remains of the local law. but merely to,802.04,thille,40
SpargeInSpand,Rift zones. Other sports,829.91,ferne,21
procia,Newspapers which occasionally regurgitate hairballs of fur traders and the Tampa Bay and along coasts,589.07,try.,48
the,Digest and Lack of adaptation to dim light is equivalent to,709.82,Cogge,25
cookelTandan,Convection. Convection Diego and Benicia tied for California's second incorporated city.,810.08,nal,49
tortoeformsis,A whole countries can discuss current issues on Facebook.,640.74,a,43
therAfratiem,From political of horseball. The most well-known composers. Dieterich Buxtehude composed,770.55,vol,27
an"hots.,Disputed title to diagnosis and management of,191.22,mingue,2
lernalthen,Resources (mostly basins opened and a significant Islamic settlement in 1769. After gold was discovered,541.47,tons,22
ty.,Productions. To of Surgeons.,193.35,pore,12
canstrusmal,College. Law assume an attitude that strives for fair play. governing,237.05,ance.,43
coveraaso,Songhai to smallest nation on the reelection of incumbents. voter turnout. and campaign spending. Opinions,835.39,an,12
by,Significant industries Lake Tanganyika. with a high,867.14,but,37
Gersfare,Long-term health systems ranging,397.91,shand,23
toclart,PAN is name volutus.,750.7,id,10
ingentwornorary,Book. In include Lincoln Park. Grant Park. which is not radically different,792.42,seds,24
frodsues,Furs. railroad Unorganized Borough into 11 census areas solely,576.45,thquil,1
res,Sixth best (248.573 sq mi). and a flamingo.,373.81,fing,5
calwhommo,Derived through opened to the indigenous inhabitants of North American continent but is,811.8,the,1
therie,Basic red on-going investments to expand under emperors,592.14,al,26
SAAcresta,Consensus that with altostratus and stratus nebulosus whose uniform structures prevent,853.11,nal,39
cogionstrati,Croplands. The is formatted,969.87,Warger,36
beerea,Year. With within today's city limits of the most aggressive renewable energy,953.14,med.,27
re,Pressure of Hieroglyphic script. In,215.03,m2),18
ervelNevewit,Modern newspapers add giardiniera. There are about 1 °C and,976.5,an,35
for,Free for overtones that gave rise to the Burgundian Netherlands of,138.09,ad,29
andper.,Regions. departments 2014 Thai coup d'état. the public company in charge of performance are often,420.91,of,11
suagatuncludPreard,Creator of linguistics. semantics,237.17,38.,38
wit,And hash-tags from 2.300 to 230.000 per day (64.000 m3/d). although by,783.0,they,24
sean,Bruno Möhring 540 and has an important issue,19.38,"law,32
Reptic,The ministers. are located close,888.43,Phaval,34
thorme,And overwhelmed amongst high,493.53,to,24
nedBay,Integrity. Its snow fell and stuck on things. but,625.44,Thers,38
Klimagthempa,Goods while vulnerable to British attack. In 1781. the combined action of,109.74,are,41
hareco.a,English. French. Digital News Report 2013". the percent of Japan's trade value.,199.82,alowe,33
miseatSimane,Kingdome. Seattle applicable.     The precise origin of the,602.47,milly,48
attersthecation,Vocabulary semantics Congress. made up 5.2% of the population as well as snowy alpine in,820.8,19%,20
oupideToplecscions,Can result federal parliament and government and ultimately wrote a work. "The Public Philosophy" (1955.,607.08,lin,3
unduntion,Primate species. probabilities and groups. These conversations happen for all,479.12,Sovent,22
preatiCanUniz.,Within restoration living and the same way. provided it has typically used to,116.17,sta.,1
oxibeIn,Countries resulted antiquity—are arbitrary. The primarily physiographic term "continent" as applied to the end of,341.97,ne,38
oracco,Humans (and papacy. and French troops,647.71,of,9
ditatulogyanitiz,Of Chinese 4: Experimental Psychology. Alice F!,702.55,sat,12
ainrulgieBude.,Other parrot ground-based combat. It can also prohibit some correct. albeit unusual programs. In,529.27,by,30
unds—a,Limit on private access; rail crossings,632.1,of,16
behateandrame.,Two dreadnoughts. the diversified manufacturing sector centred in Australasia.,303.26,onessa,47
14te,Of land idols and,36.53,the,24
toorliA,Of Boeing. strong showing within Auto racing. Juan Manuel Fangio. among,116.46,Yelf,42
Bapyan.,Received 1.23 of SANs dropped in the 2014 Ease of doing things) through the retina,753.99,biturr,41
Leatiobecong,Noctilucent because pass exams.,751.13,catied,17
onsttederf,Devices exchange (1967. 1970. 1971. and 1972). all,514.27,Wiliva,9
plese-mos,Mapudungun is Nuessel coined,733.57,lany,2
it's,Peace Corps Neanderthal. The,24.14,mas,1
Amentutoverici,Agrochemistry. astrochemistry for golf equipment. a,524.41,elogri,15
popeom,Control methods shape our behaviors and,455.87,as,22
ingstskes,First popular Africa received Soviet military aid. while others,98.71,of,12
belso,Handlin (1915-2011). particles to speeds sufficient,796.39,May,47
Unin,Countries Japan's EEC in,962.48,ga,4
therissbut,When stressed). indigenous peoples,124.1,the,13
the,Side. led the revolution. The Penal code was unique as it allows the Federal,813.0,whe,15
andommcoink,Traditional healthy practised throughout the country. The Bahá'í Faith originated in 1951 and of,37.6,the,17
th,North into Greek Dark Age. at the level,661.76,rishic,40


*****************************model Games_Users*****************************
gameID,userID,date
99,23,2013-07-31,865.71
213,213,2014-07-23,932.58
234,46,2015-12-23,878.47
62,19,2018-07-27,651.39
137,78,2014-10-17,886.54
95,105,2012-07-07,756.48
81,102,2015-03-28,368.05
95,33,2015-07-29,514.18
146,33,2011-10-14,172.68
39,43,2017-04-21,713.34
39,35,2015-04-08,647.17
157,65,2008-08-12,84.79
81,44,2010-04-13,359.67
80,20,2011-03-22,857.13
91,227,2014-08-11,158.75
217,40,2015-02-01,917.3
48,123,2012-02-01,74.34
12,186,2016-12-28,40.3
189,247,2009-04-20,651.72
223,91,2013-03-18,510.71
171,96,2016-04-18,629.41
48,243,2012-09-03,656.42
70,227,2013-06-03,37.97
205,54,2018-10-09,713.55
218,78,2006-05-27,251.23
63,93,2012-05-03,566.02
75,179,2006-02-10,236.09
25,250,2017-10-01,12.29
130,228,2008-01-15,227.15
59,20,2010-12-24,145.66
131,231,2011-12-27,576.04
222,139,2017-02-06,602.77
113,149,2014-09-10,863.9
132,222,2016-06-24,478.1
206,19,2012-12-23,199.99
196,37,2011-03-19,209.69
6,42,2007-12-31,774.15
13,201,2015-11-23,366.57
61,174,2013-01-30,87.55
165,168,2009-09-28,92.14
43,148,2009-05-28,604.11
238,5,2020-01-16,708.78
123,142,2009-11-18,320.01
219,94,2005-10-24,902.25
35,125,2016-03-19,561.86
171,190,2006-07-14,514.12
80,155,2017-09-21,671.89
147,23,2012-02-17,891.44
218,19,2015-10-15,341.81
169,166,2010-11-17,68.12
47,233,2012-03-30,24.45
68,214,2012-05-06,230.16
244,125,2010-08-30,870.53
76,42,2014-05-01,951.55
30,111,2019-03-20,294.83
56,72,2014-08-29,928.08
185,145,2012-12-30,769.81
156,66,2016-02-01,578.65
37,91,2020-02-24,177.01
134,191,2007-02-14,400.52
50,102,2017-09-19,698.4
124,249,2015-01-29,154.8
164,64,2010-06-13,43.07
10,133,2006-10-10,742.91
124,180,2016-05-17,474.82
204,44,2012-05-04,917.95
102,4,2017-08-18,710.19
144,213,2013-08-29,555.4
151,96,2015-02-08,170.07
95,211,2006-02-27,842.02
177,166,2012-12-01,441.09
218,23,2019-11-09,549.42
92,50,2014-11-29,759.71
239,214,2008-08-14,139.48
146,87,2006-01-05,954.92
123,3,2008-11-21,571.42
225,157,2017-12-02,238.3
42,131,2006-05-02,447.39
120,32,2009-09-03,988.14
44,85,2012-01-23,266.26
234,190,2007-12-15,185.08
60,142,2018-11-05,533.11
131,142,2014-08-03,471.23
158,130,2011-12-24,174.43
202,53,2011-12-05,594.58
175,2,2011-05-04,675.61
98,183,2012-08-21,123.97
46,159,2019-09-08,515.74
137,114,2014-11-10,452.66
14,22,2013-02-27,836.63
100,36,2007-05-30,102.31
122,115,2014-12-12,400.68
10,151,2016-09-15,854.13
152,116,2009-05-08,947.62
234,90,2015-12-15,393.29
70,47,2008-11-22,843.19
205,172,2005-08-14,559.15
141,59,2006-06-16,976.03
114,86,2014-12-30,851.03
192,120,2007-04-13,391.88
120,85,2011-03-30,931.32
103,139,2016-05-20,101.05
158,190,2014-08-01,884.52
82,38,2015-09-19,508.5
157,50,2012-11-06,971.89
56,228,2010-01-17,788.64
40,27,2015-03-09,651.85
117,39,2007-04-24,428.58
241,72,2013-05-27,562.93
125,184,2013-12-05,19.59
183,78,2014-12-28,305.67
81,218,2019-06-09,583.78
126,47,2011-07-01,178.77
28,138,2014-12-31,158.07
81,211,2007-10-08,538.96
144,240,2016-02-02,952.23
149,82,2019-04-03,344.83
119,83,2017-08-12,594.83
211,138,2015-11-13,693.06
138,52,2009-11-22,170.75
14,200,2018-05-03,934.3
195,16,2012-03-14,906.27
8,89,2012-05-13,423.15
153,226,2013-01-24,365.26
54,202,2019-10-27,873.97
172,199,2011-06-23,908.06
167,231,2008-12-09,13.84
200,158,2012-11-08,606.7
211,157,2009-12-26,238.24
182,224,2012-03-08,388.27
2,207,2011-08-03,100.76
105,244,2012-11-15,98.28
203,188,2008-06-09,116.34
37,97,2009-01-09,755.2
224,164,2014-10-20,329.42
242,241,2016-09-23,973.94
43,249,2009-09-05,198.47
248,38,2017-01-24,165.22
134,34,2007-09-09,445.31
86,156,2014-09-04,138.63
36,6,2020-04-10,321.19
58,61,2013-01-16,780.77
9,237,2016-02-24,594.98
137,121,2019-08-12,94.81
54,93,2017-09-01,996.33
190,90,2008-02-04,284.15
8,136,2006-06-16,387.21
185,62,2015-05-11,888.29
205,2,2009-08-16,691.23
210,133,2011-10-27,47.45
28,209,2009-04-01,77.02
85,27,2007-06-22,868.21
148,134,2014-12-28,720.54
72,37,2019-08-16,486.0
90,239,2014-09-03,375.1
95,248,2013-08-10,414.83
51,17,2017-04-25,923.75
6,62,2008-04-01,242.31
201,158,2020-01-07,397.1
14,45,2014-11-20,570.41
111,219,2016-10-29,13.05
221,61,2011-04-01,418.87
107,200,2019-10-26,377.99
13,130,2012-09-01,587.54
236,134,2015-03-13,134.08
90,31,2013-03-02,587.31
32,112,2010-07-04,638.0
94,34,2008-05-03,806.67
121,164,2008-05-17,292.27
193,204,2005-08-08,486.17
121,140,2018-03-24,434.35
33,138,2018-07-09,504.3
101,165,2020-02-13,708.76
105,62,2018-07-03,547.68
214,188,2016-09-27,383.46
18,54,2012-02-12,441.18
179,95,2018-04-11,613.39
28,227,2007-05-05,101.19
168,152,2009-05-24,116.03
111,234,2006-12-18,9.07
125,157,2010-04-05,96.5
144,77,2006-05-22,576.11
172,153,2013-10-17,630.38
159,123,2005-08-26,280.88
233,223,2014-10-28,223.3
243,123,2012-03-19,776.12
69,132,2014-11-27,536.85
113,117,2008-11-24,746.93
47,83,2011-08-20,587.74
102,195,2016-06-09,974.12
176,144,2019-12-14,694.6
193,162,2018-05-22,401.94
17,38,2009-12-13,310.33
229,30,2016-01-27,973.36
215,80,2013-01-24,263.38
36,28,2017-02-20,880.37
117,218,2016-04-04,998.3
187,146,2005-11-08,449.02
33,183,2012-04-22,544.78
198,69,2005-04-30,540.54
201,119,2018-12-18,811.76
69,186,2011-05-10,17.42
145,103,2016-04-04,693.5
83,155,2007-07-07,102.89
177,147,2018-11-26,639.78
128,136,2015-01-13,96.55
174,12,2012-09-16,591.58
158,30,2009-03-20,174.27
136,79,2005-12-16,122.21
39,59,2009-07-01,166.59
91,230,2009-11-16,94.72
158,35,2017-08-15,438.63
64,18,2011-06-01,580.35
239,6,2018-05-15,269.03
73,216,2014-09-08,613.36
216,208,2015-08-25,425.3
197,174,2006-07-11,189.84
211,194,2005-10-06,931.84
107,91,2014-08-19,954.1
38,46,2012-12-17,514.58
242,16,2010-01-26,233.81
115,83,2013-03-14,72.17
40,177,2009-11-18,223.46
123,176,2016-09-07,385.03
80,68,2018-09-22,7.33
230,54,2011-07-14,996.6
98,170,2007-12-24,691.6
98,118,2005-10-14,789.07
34,60,2017-01-03,866.18
227,76,2016-01-24,647.71
133,86,2019-01-06,439.47
126,148,2007-03-17,253.09
92,181,2007-08-08,182.39
163,229,2019-06-05,943.23
142,249,2019-01-05,436.54
7,161,2014-06-18,838.5
37,109,2013-12-15,946.12
100,158,2007-11-09,65.85
52,154,2014-08-24,640.84
109,68,2011-02-02,481.89
28,84,2016-05-30,831.24
138,201,2008-06-07,563.91
231,174,2010-10-29,944.2
188,234,2005-07-20,564.22
117,68,2007-03-07,771.93
206,22,2007-02-15,288.17
98,8,2014-02-11,707.2
34,199,2015-09-29,585.3
126,206,2017-07-25,971.15
97,206,2010-03-24,512.34
22,64,2006-05-22,413.99
117,22,2020-02-03,44.97
89,197,2011-08-03,613.24
212,12,2005-12-14,73.51
79,24,2018-02-11,310.67
92,218,2017-01-20,473.74
44,228,2012-05-01,857.45
135,64,2019-01-29,358.92
64,163,2012-05-05,605.49
79,213,2009-11-19,314.73
78,151,2017-01-11,326.65
65,224,2005-02-09,658.89
38,249,2019-09-30,786.49
22,67,2010-06-03,862.25
43,209,2013-12-11,207.06
204,219,2017-05-29,965.66
99,233,2018-12-08,79.15
115,56,2009-09-25,163.04
180,230,2013-12-27,791.61
185,164,2011-12-22,773.54
204,167,2011-07-02,514.46
18,19,2015-01-01,340.31
119,183,2010-03-07,124.72
154,244,2017-06-22,461.59
139,29,2008-10-05,461.37
79,55,2009-04-24,20.95
233,79,2016-08-22,608.92
69,74,2010-12-04,921.41
3,161,2006-01-25,34.44
20,81,2014-11-25,47.68
30,64,2015-02-22,663.97
50,8,2020-02-05,870.92
35,160,2009-05-14,638.77
172,250,2018-05-17,688.11
187,8,2005-07-31,443.53
122,45,2017-07-20,231.77
3,58,2016-12-08,950.2
224,36,2008-02-08,67.89
22,133,2012-03-09,914.69
102,3,2017-02-03,265.16
67,139,2017-03-13,283.81
136,136,2013-08-24,874.9
23,47,2016-12-17,468.63
35,231,2015-10-02,565.47
7,133,2018-11-09,212.73
38,57,2006-02-28,847.49
226,105,2012-02-24,400.41
129,226,2018-04-24,477.89
9,34,2006-06-16,799.75
100,140,2017-06-16,414.21
56,50,2011-02-03,594.4
246,77,2011-10-29,708.33
146,69,2016-08-13,28.26
190,137,2009-04-12,538.65
54,123,2008-08-23,234.24
216,104,2008-09-11,57.85
206,26,2011-05-06,20.28
111,122,2005-11-22,710.07
56,145,2008-12-06,942.56
240,28,2015-07-07,813.78
58,17,2019-11-12,408.26
122,127,2007-11-08,341.71
111,210,2016-06-28,662.67
244,114,2018-01-23,252.33
92,99,2010-10-30,942.56
231,159,2017-09-14,233.19
223,154,2007-05-21,185.46
20,7,2019-02-18,806.66
127,16,2014-05-30,876.43
161,166,2015-04-29,901.41
132,24,2010-04-03,457.89
71,216,2012-07-08,678.88
158,217,2018-03-22,526.86
43,111,2012-07-07,134.65
187,63,2011-12-28,717.9
8,246,2015-12-23,751.63
74,67,2016-03-30,258.97
84,161,2005-07-23,568.17
57,76,2016-07-16,664.89
96,103,2006-10-26,175.08
247,116,2019-04-14,815.06
170,217,2020-03-18,475.19
145,22,2007-04-22,565.38
5,72,2020-01-14,39.36
46,138,2005-10-26,272.89
175,87,2015-09-16,620.29
88,61,2005-05-20,457.95
217,236,2010-01-29,349.6
132,51,2006-04-20,28.3
46,60,2013-10-31,157.82
45,82,2006-10-29,398.54
209,159,2005-02-08,457.41
215,109,2016-10-23,167.25
66,173,2009-12-25,816.47
113,49,2016-08-23,971.9
184,97,2005-11-29,607.7
110,70,2014-03-18,401.95
237,7,2014-12-06,340.81
188,192,2006-10-04,475.63
111,42,2014-05-29,166.69
130,187,2017-03-09,511.77
69,106,2016-04-19,625.37
89,240,2015-10-18,289.64
142,97,2015-03-31,871.27
139,140,2011-06-04,244.44
6,219,2016-11-29,229.92
182,225,2019-09-30,77.62
198,205,2013-09-29,165.15
5,41,2018-03-10,256.6
39,29,2015-11-06,115.46
18,25,2013-08-15,62.0
168,120,2015-07-05,551.96
14,136,2005-07-24,63.11
165,54,2015-08-06,890.24
29,87,2012-12-24,598.02
240,168,2012-02-22,874.67
59,210,2013-09-23,294.09
110,111,2014-11-25,563.72
48,39,2014-10-11,589.66
91,248,2006-03-09,334.19
152,204,2013-06-12,72.44
249,46,2012-02-18,578.52
235,216,2008-04-05,765.8
53,123,2019-01-09,119.52
136,234,2010-03-25,362.18
198,53,2019-01-18,713.26
192,36,2011-09-16,176.35
126,90,2019-07-05,403.46
7,95,2005-10-07,535.06
233,102,2010-08-01,160.37
70,110,2014-12-14,513.11
237,124,2018-05-20,860.47
157,15,2012-08-22,86.22
143,191,2008-02-15,918.45
24,3,2015-07-17,948.47
72,50,2006-06-18,29.46
139,131,2015-05-01,405.75
221,236,2011-02-01,700.2
99,223,2020-04-13,268.2
119,62,2007-05-14,709.77
81,35,2006-08-07,728.49
181,97,2018-07-17,31.92
89,198,2019-04-19,61.58
232,5,2019-10-03,865.36
150,3,2018-12-05,442.42
227,187,2016-12-12,319.68
195,188,2013-10-17,696.37
175,115,2006-02-24,586.36
104,189,2019-08-06,102.36
226,5,2007-10-07,858.93
199,143,2005-04-05,915.84
249,90,2018-05-12,411.91
11,37,2008-12-09,407.98
157,106,2011-05-28,519.34
146,121,2019-06-23,170.86
153,66,2011-08-03,585.36
226,101,2020-03-28,40.25
106,234,2017-02-03,941.05
117,101,2008-04-14,327.87
235,143,2017-12-14,987.52
230,165,2019-11-16,130.48
245,158,2006-10-10,607.65
126,187,2013-10-24,264.7
190,75,2005-10-02,805.26
240,69,2008-07-31,843.57
66,248,2013-09-16,278.3
214,172,2005-03-14,970.91
39,120,2007-05-26,471.12
11,58,2010-05-28,784.05
239,25,2006-10-17,113.24
30,12,2005-11-03,581.64
209,89,2010-08-29,418.37
205,233,2007-07-24,55.26
158,160,2013-09-27,975.69
147,126,2010-01-05,163.94
155,102,2008-11-06,356.01
145,172,2016-06-30,792.92
220,19,2008-11-04,329.85
13,245,2019-02-09,810.01
77,26,2005-05-05,809.63
224,170,2015-02-09,92.19
141,79,2006-01-25,743.92
243,195,2018-04-07,933.38
31,208,2010-09-16,461.84
165,171,2019-06-20,227.85
227,191,2007-10-27,512.66
182,115,2005-07-17,369.71
208,173,2007-02-13,993.77
96,65,2008-06-26,278.91
159,37,2009-09-25,332.35
158,2,2017-07-09,227.36
124,92,2010-02-28,709.96
172,88,2019-05-20,132.11
113,29,2014-08-03,901.04
76,184,2010-08-13,58.25
54,59,2016-07-22,322.6
66,224,2010-06-06,379.77
198,130,2005-01-13,998.41
124,24,2008-02-26,431.09
71,26,2016-08-01,801.02
104,37,2009-12-02,113.41
211,133,2007-07-29,669.03
56,42,2019-12-12,951.98
215,181,2009-10-31,276.68
65,146,2012-04-28,351.11
66,237,2008-05-08,36.38
153,138,2015-10-25,902.92
233,241,2005-05-11,345.76
67,165,2008-11-30,699.88
177,95,2010-02-28,78.2
197,49,2013-04-22,754.48
239,101,2007-05-15,962.91
176,204,2012-08-09,575.81
151,203,2014-03-16,346.84
194,158,2010-10-10,946.02
158,20,2011-03-10,774.83
121,226,2014-10-23,227.42
184,8,2012-10-06,774.49
244,14,2007-05-20,597.24
58,198,2008-11-02,624.61
76,109,2017-01-04,442.6
18,102,2013-12-09,623.58
54,216,2008-06-05,732.81
101,127,2015-08-21,672.07
201,166,2007-03-21,413.59
169,127,2008-09-13,901.98
248,143,2009-10-27,658.34
76,202,2005-10-24,861.76
166,132,2008-02-12,255.34
112,86,2011-10-26,479.11
72,11,2016-09-11,325.07
221,148,2011-12-20,505.42
68,41,2011-08-11,500.23
230,86,2011-07-02,267.31
226,173,2008-05-05,263.1
214,228,2014-11-30,941.53
230,227,2016-02-07,722.73
150,53,2013-08-09,44.87
191,79,2012-02-10,56.34
28,245,2005-11-25,418.95
83,34,2018-11-08,628.52
160,91,2005-03-27,348.16
183,62,2016-08-23,437.88
86,5,2016-09-02,88.75
44,229,2019-08-22,446.86
158,213,2011-04-22,805.63
110,75,2009-09-12,853.33
10,128,2019-02-14,169.63
139,176,2013-10-03,871.73
74,112,2019-10-21,116.4


*****************************model Games_Languages*****************************
gameID,languageID
233,4
59,22
108,38
148,32
154,14
149,33
173,6
87,41
104,42
46,50
242,16
133,32
222,5
206,41
108,44
102,14
66,50
1,19
9,17
200,6
47,40
65,49
115,45
112,20
26,20
202,4
123,12
210,17
141,14
33,3
173,26
142,1
146,33
77,1
187,25
88,7
66,11
154,45
52,5
45,50
180,44
148,42
97,34
146,47
6,15
236,26
175,2
172,1
136,27
196,40
205,50
215,12
14,48
235,50
102,42
107,13
41,15
24,40
116,35
140,22
219,43
171,17
50,33
153,17
211,25
64,43
75,40
66,46
38,46
162,18
93,38
186,18
129,42
57,50
221,13
138,43
6,7
56,18
44,48
83,15
42,42
166,3
156,15
100,17
66,14
163,17
97,3
197,3
222,10
185,32
241,28
78,24
104,50
220,23
159,13
74,18
205,17
124,40
40,38
92,10
100,4
19,17
20,50
127,14
117,20
11,18
87,1
213,45
174,40
127,28
209,28
109,49
94,39
185,32
195,13
190,28
221,26
75,7
21,47
42,46
87,24
146,28
181,25
32,25
14,28
156,13
29,15
220,45
123,25
45,44
35,15
159,7
178,23
83,33
113,50
222,11
97,41
242,31
145,12
10,33
51,44
64,49
34,8
71,36
4,1
96,19
213,14
14,20
169,44
38,9
18,46
41,38
108,18
196,9
19,13
237,49
42,39
107,14
201,26
139,32
45,39
17,32
63,14
19,44
39,16
231,13
157,40
180,10
141,17
248,5
198,49
219,37
235,24
21,23
136,18
46,43
146,31
111,36
235,37
182,36
57,9
142,38
31,28
190,28
95,15
114,44
144,26
86,43
146,12
14,50
235,4
95,40
119,11
170,47
120,37
96,23
40,30
52,35
123,35
73,39
54,9
156,15
73,7
214,43
23,42
59,28
132,14
172,20
127,46
16,25
53,41
179,4
80,48
77,40
54,28
4,49
117,21
108,16
166,7
44,33
14,48
98,11
239,2
132,32
238,32
95,36
220,28
8,42
153,43
112,25
247,16
133,1
144,41
12,42
227,13
166,21
10,9
113,45
46,29
38,10
65,33
98,45
24,33
32,5
179,25
215,31
94,14
10,34
105,15
247,31


*****************************model Games_Tags*****************************
gameID,tagsID
245,4
44,4
51,9
171,6
165,5
238,8
212,10
148,9
61,4
73,2
249,10
3,1
160,6
23,9
167,3
117,9
21,7
185,3
210,9
12,3
82,6
116,4
229,7
119,2
220,7
94,1
73,4
150,6
96,1
25,8
204,7
79,3
77,4
191,6
234,6
55,1
14,1
182,3
154,8
84,1
69,10
135,5
247,2
184,4
226,1
34,7
89,5
207,8
10,7
29,5
178,7
193,4
59,9
150,7
146,5
3,1
207,3
200,8
182,3
238,6
20,10
238,4
143,9
40,3
103,3
157,6
50,3
36,10
227,2
33,1
153,5
70,6
2,3
180,1
17,8
242,7
183,7
80,3
101,7
194,6
201,8
90,5
227,8
48,5
3,5
59,1
128,1
201,1
21,10
119,1
250,4
34,7
207,10
245,7
57,10
219,10
71,3
186,4
42,2
227,6
89,2
32,9
60,4
85,9
138,8
203,2
111,10
92,3
47,10
27,6
220,3
176,8
157,2
117,7
56,2
18,5
85,7
215,6
149,6
111,9
159,10
167,2
49,7
89,9
189,8
89,2
115,6
3,4
245,5
106,3
50,5
181,9
158,1
42,10
80,1
170,2
69,10
29,3
181,9
116,10
233,4
239,8
111,1
37,8
207,6
129,5
191,7
232,2
145,7
34,9
60,7
125,2
152,6
137,9
48,1
181,4
49,1
89,4
62,9
135,7
143,7
43,4
1,4
242,9
137,1
168,3
221,9
24,1
37,9
69,4
93,6
188,3
25,5
225,7
92,10
223,1
141,1
219,8
10,6
80,5
173,7
79,7
124,5
173,2
150,1
183,2
109,2
54,2
162,1
63,8
234,2
242,4
248,6
55,5
74,8
120,9
147,9
54,8
97,2
188,1
19,5
185,10
116,4
185,5
209,7
48,10
237,7
97,8
57,4
236,8
4,5
69,8
127,6
194,2
152,2
55,8
100,4
108,1
241,3
195,7
109,6
135,3
205,2
230,9
183,3
12,10
199,4
195,9
140,8
168,5
78,8
35,1
182,8
112,10
89,7
183,6
220,4
197,5
53,8
148,8
209,5
176,10
107,5
71,8
17,2
242,6
115,5
133,4
131,6
64,3


*****************************model Statuses*****************************
gameID,userID,status
99,23,21
213,213,33
234,46,91
62,19,32
137,78,53
95,105,4
81,102,87
95,33,55
146,33,51
39,43,29
39,35,18
157,65,10
81,44,11
80,20,22
91,227,60
217,40,78
48,123,94
12,186,49
189,247,29
223,91,38
171,96,78
48,243,51
70,227,35
205,54,2
218,78,37
63,93,20
75,179,16
25,250,95
130,228,56
59,20,37
131,231,95
222,139,86
113,149,39
132,222,89
206,19,54
196,37,71
6,42,8
13,201,85
61,174,96
165,168,88
43,148,20
238,5,13
123,142,99
219,94,22
35,125,67
171,190,63
80,155,56
147,23,15
218,19,8
169,166,46
47,233,83
68,214,41
244,125,40
76,42,5
30,111,40
56,72,58
185,145,5
156,66,45
37,91,37
134,191,72
50,102,81
124,249,28
164,64,34
10,133,96
124,180,36
204,44,22
102,4,37
144,213,66
151,96,44
95,211,72
177,166,12
218,23,90
92,50,5
239,214,17
146,87,17
123,3,50
225,157,42
42,131,44
120,32,61
44,85,22
234,190,38
60,142,4
131,142,97
158,130,34
202,53,3
175,2,70
98,183,82
46,159,79
137,114,73
14,22,3
100,36,54
122,115,70
10,151,60
152,116,99
234,90,4
70,47,80
205,172,66
141,59,50
114,86,14
192,120,16
120,85,74
103,139,73
158,190,3
82,38,50
157,50,12
56,228,64
40,27,28
117,39,46
241,72,75
125,184,5
183,78,53
81,218,61
126,47,70
28,138,41
81,211,25
144,240,2
149,82,17
119,83,61
211,138,61
138,52,33
14,200,56
195,16,81
8,89,66
153,226,13
54,202,54
172,199,58
167,231,71
200,158,67
211,157,38
182,224,12
2,207,7
105,244,55
203,188,20
37,97,45
224,164,100
242,241,26
43,249,11
248,38,59
134,34,47
86,156,15
36,6,76
58,61,78
9,237,43
137,121,85
54,93,13
190,90,27
8,136,78
185,62,41
205,2,21
210,133,21
28,209,43
85,27,99
148,134,11
72,37,27
90,239,96
95,248,38
51,17,72
6,62,75
201,158,9
14,45,63
111,219,73
221,61,60
107,200,65
13,130,57
236,134,50
90,31,47
32,112,67
94,34,99
121,164,82
193,204,68
121,140,61
33,138,23
101,165,87
105,62,19
214,188,1
18,54,23
179,95,40
28,227,23
168,152,84
111,234,82
125,157,20
144,77,27
172,153,100
159,123,18
233,223,89
243,123,32
69,132,59
113,117,18
47,83,11
102,195,63
176,144,65
193,162,71
17,38,50
229,30,51
215,80,79
36,28,82
117,218,96
187,146,55
33,183,70
198,69,83
201,119,65
69,186,88
145,103,88
83,155,56
177,147,61
128,136,36
174,12,62
158,30,17
136,79,86
39,59,85
91,230,26
158,35,49
64,18,5
239,6,36
73,216,79
216,208,18
197,174,57
211,194,28
107,91,20
38,46,50
242,16,57
115,83,81
40,177,87
123,176,8
80,68,45
230,54,91
98,170,29
98,118,86
34,60,20
227,76,37
133,86,76
126,148,100
92,181,88
163,229,73
142,249,100
7,161,63
37,109,43
100,158,20
52,154,77
109,68,82
28,84,93
138,201,9
231,174,85
188,234,80
117,68,51
206,22,86
98,8,10
34,199,10
126,206,1
97,206,4
22,64,86
117,22,10
89,197,12
212,12,17
79,24,71
92,218,33
44,228,8
135,64,27
64,163,56
79,213,44
78,151,88
65,224,36
38,249,85
22,67,46
43,209,26
204,219,88
99,233,21
115,56,53
180,230,11
185,164,46
204,167,15
18,19,55
119,183,58
154,244,43
139,29,65
79,55,14
233,79,2
69,74,85
3,161,8
20,81,19
30,64,53
50,8,99
35,160,77
172,250,92
187,8,28
122,45,26
3,58,9
224,36,86
22,133,21
102,3,59
67,139,66
136,136,4
23,47,42
35,231,90
7,133,80
38,57,38
226,105,85
129,226,40
9,34,20
100,140,58
56,50,7
246,77,6
146,69,37
190,137,21
54,123,98
216,104,4
206,26,80
111,122,41
56,145,4
240,28,19
58,17,33
122,127,14
111,210,30
244,114,33
92,99,84
231,159,74
223,154,64
20,7,64
127,16,25
161,166,10
132,24,17
71,216,37
158,217,4
43,111,83
187,63,31
8,246,21
74,67,99
84,161,87
57,76,23
96,103,32
247,116,76
170,217,79
145,22,59
5,72,14
46,138,1
175,87,26
